ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad,outlier_rentabilidad
2365,Entre ríos,Soja,319.0,41,Alto,672.9,108353,262,176299,10,No,59.9,72.0,False
2366,Chaco,Maiz,308.4,47,Alto,538.6,188542,749,403411,1,No,116.8,73.2,False
2367,La pampa,Fruticultura,149.7,52,Bajo,158.6,50000000,721,114350,4,Sí,147.2,77.5,False
2368,Mendoza,Trigo,386.7,39,Bajo,265.6,37876,439,116598,3,Sí,207.1,89.1,False
2369,Salta,Fruticultura,159.5,40,Medio,219.5,73638,513,112603,0,Si,53.3,67.1,False
2370,Mendoza,Lecheria,323.6,45,Alto,457.3,62399,481,219961,8,Sí,256.3,89.1,False
2371,La pampa,Fruticultura,234.6,58,Alto,336.8,125924,387,130341,5,No,7.0,70.3,False
2372,Santa fe,Lecheria,337.4,54,Medio,349.5,90328,477,166711,13,Sí,83.3,84.8,False
2373,Entre ríos,Lecheria,249.7,31,Bajo,180.9,70829,317,57345,5,No,-23.8,41.5,False
2374,Córdoba,Maiz,358.2,51,Alto,594.7,166678,749,445430,7,No,170.0,69.8,False
2375,Buenos aires,Fruticultura,318.7,45,Medio,312.7,101969,250,78175,8,Sí,-22.2,69.3,False
2376,Buenos aires,Maiz,339.1,52,Medio,477.5,118909,355,169512,12,No,41.3,68.0,False
2377,Santa fe,Lecheria,231.4,73,Alto,268.5,84193,368,98808,-3,Sí,20.9,88.6,False
2378,Córdoba,Soja,184.0,43,Alto,437.5,69655,717,313687,2,No,350.5,69.0,False
2379,La pampa,Soja,244.1,52,Alto,255.8,89883,318,81344,4,No,-5.3,62.5,False
2380,Entre ríos,Ganaderia,292.8,45,Bajo,312.6,115512,797,249142,2,No,117.9,44.5,False
2381,Mendoza,Maiz,329.2,44,Alto,563.1,218614,716,403179,10,No,80.7,47.6,False
2382,Buenos aires,Maiz,5.0,56,Bajo,10.0,2607,686,6860,0,Sí,158.1,84.0,False
2383,Salta,Soja,251.6,44,Bajo,207.3,28491,708,146768,7,No,412.3,69.1,False
2384,Córdoba,Fruticultura,268.4,40,Bajo,393.3,86666,431,169512,6,No,95.9,38.5,False
2385,Buenos aires,Maiz,234.3,32,Medio,384.8,82047,711,273592,2,No,237.8,42.4,False
2386,Entre ríos,Soja,5.0,23,Bajo,10.0,3377,445,4450,0,Sí,34.1,89.8,False
2387,Buenos aires,Fruticultura,88.8,59,Medio,97.6,13867,535,52216,1,Sí,279.8,62.0,False
2388,Córdoba,Fruticultura,327.1,67,Medio,394.6,157381,577,227684,6,No,48.5,71.6,False
2389,Entre ríos,Trigo,152.7,49,Alto,186.5,27004,336,62664,7,Sí,128.4,69.3,False
2390,Buenos aires,Fruticultura,131.7,38,Medio,204.9,51494,796,163100,4,Sí,217.9,89.1,False
2391,Santa fe,Maiz,237.5,59,Bajo,298.4,111355,762,227380,3,Sí,102.5,75.8,False
2392,Salta,Fruticultura,198.4,61,Bajo,140.09982174688056,36679,561,78596,3,No,112.2,47.1,False
2393,Córdoba,Ganaderia,313.3,18,Alto,664.4,124118,541,359440,12,No,191.4,78.8,False
2394,Entre ríos,Lecheria,218.8,52,Medio,172.8,39741,287,49593,4,Sí,28.5,74.2,False
2395,Buenos aires,Trigo,257.6,61,Alto,268.1,58058,320,85792,14,No,45.1,59.6,False
2396,Mendoza,Fruticultura,61.0,52,Alto,104.0,37029,261,27144,2,Sí,-28.2,95.4,False
2397,Salta,Soja,160.6,50,Medio,188.1,67555,795,149539,5,No,119.4,48.2,False
2398,Mendoza,Maiz,42.7,46,Alto,49.1,16877,438,21505,4,Sí,31.5,78.4,False
2399,Entre ríos,Maiz,371.5,55,Medio,639.6,153807,768,491212,11,Sí,223.5,55.7,False
2400,Entre ríos,Fruticultura,242.9,38,Bajo,242.8,101003,786,190840,9,Sí,87.3,60.1,False
2401,Córdoba,Maiz,37.2,49,Bajo,32.7,13440,267,8730,1,Sí,450.0,73.9,False
2402,Córdoba,Soja,107.2,58,Medio,142.9,48165,713,101887,2,Sí,115.2,88.0,False
2403,Córdoba,Ganaderia,316.1,43,Bajo,338.7,96163,294,99577,3,No,8.1,62.1,False
2404,Salta,Ganaderia,37.3,29,Bajo,34.9,13667,578,20172,0,No,48.9,59.1,False
2405,Mendoza,Maiz,257.8,45,Alto,649.4,193196,498,323401,5,No,65.6,54.9,False
2406,Chaco,Maiz,20.4,58,Medio,26.9,10775,787,21170,2,No,99.7,36.6,False
2407,Santa fe,Ganaderia,210.3,54,Bajo,223.1,42625,637,142114,4,No,236.0,60.0,False
2408,Entre ríos,Maiz,326.4,48,Alto,497.2,139344,484,240644,11,No,71.7,67.8,False
2409,Mendoza,Fruticultura,192.6,51,Alto,387.3,107355,503,194811,3,Sí,80.8,61.0,False
2410,Chaco,Maiz,258.2,60,Medio,282.2,95770,743,209674,6,No,116.4,58.6,False
2411,La pampa,Soja,251.7,54,Alto,618.6,167351,569,351983,2,Sí,109.0,60.7,False
2412,Entre ríos,Lecheria,295.2,21,Bajo,322.7,113813,286,92292,0,No,-16.1,72.2,False
2413,Mendoza,Lecheria,90.3,62,Bajo,101.1,20398,475,48022,2,Sí,133.8,79.3,False
2414,Córdoba,Fruticultura,241.2,42,Bajo,253.9,47347,288,73123,9,Sí,50.0,75.9,False
2415,Mendoza,Lecheria,198.5,52,Medio,190.2,43397,414,78742,6,No,78.5,37.9,False
2416,Córdoba,Fruticultura,269.1,53,Medio,377.9,148296,442,167031,7,No,8.5,38.7,False
2417,Entre ríos,Lecheria,277.3,45,Medio,392.7,51575,559,219519,7,Sí,328.1,52.3,False
2418,Córdoba,Trigo,97.6,42,Alto,156.4,51546,631,98688,1,No,93.5,66.9,False
2419,Santa fe,Trigo,239.4,56,Alto,399.6,72006,571,228171,4,No,214.4,71.2,False
2420,Chaco,Trigo,200.7,53,Alto,457.3,88777,330,150909,9,No,72.8,54.9,False
2421,Mendoza,Trigo,100.3,48,Medio,169.0,56982,507,85683,3,No,53.5,66.4,False
2422,Buenos aires,Fruticultura,67.6,45,Medio,131.5,41320,469,61673,8,Sí,53.2,68.3,False
2423,Chaco,Fruticultura,374.0,54,Alto,895.0,294911,478,427810,10,Sí,43.8,63.4,False
2424,Mendoza,Trigo,321.4,26,Alto,494.4,79870,698,345091,6,Sí,334.7,72.4,False
2425,Chaco,Soja,213.6,85,Bajo,195.5,49090,679,132744,6,No,170.0,47.8,False
2426,Santa fe,Maiz,185.6,44,Medio,273.1992337164751,47127,261,71305,0,No,47.7,71.7,False
2427,Santa fe,Fruticultura,161.6,40,Medio,311.3,55882,509,158451,0,Sí,186.1,80.3,False
2428,Entre ríos,Soja,94.3,45,Bajo,69.6,19263,744,51782,3,No,169.3,59.3,False
2429,La pampa,Trigo,196.4,32,Medio,330.8,78794,508,168046,4,Sí,109.2,82.1,False
2430,Córdoba,Ganaderia,364.9,39,Bajo,331.8,123219,532,176517,13,No,41.2,37.9,False
2431,Mendoza,Ganaderia,214.6,51,Alto,402.7,122392,629,253298,0,Sí,102.3,65.1,False
2432,Mendoza,Lecheria,113.4,57,Alto,269.8,109341,480,129504,6,Sí,23.3,63.1,False
2433,Salta,Maiz,333.2,50,Alto,378.6,62497,277,104872,5,Sí,64.8,68.1,False
2434,La pampa,Ganaderia,350.3,34,Medio,667.5,260741,580,387150,9,Sí,44.3,54.6,False
2435,Santa fe,Fruticultura,187.3,51,Medio,197.6,43089,389,76866,0,No,82.7,68.8,False
2436,Córdoba,Trigo,200.6,51,Bajo,197.49924127465857,48447,659,130152,0,Sí,164.2,59.2,False
2437,Mendoza,Maiz,172.9,48,Medio,162.4,31279,352,57164,6,Sí,82.1,61.7,False
2438,Córdoba,Soja,177.8,52,Bajo,231.3,88652,254,58750,4,No,-31.6,55.7,False
2439,Córdoba,Fruticultura,324.6,49,Medio,348.4,52172,714,248757,8,Sí,376.6,61.6,False
2440,Mendoza,Trigo,147.8,58,Alto,245.1,90411,530,129903,5,Si,40.8,56.6,False
2441,Chaco,Ganaderia,33.9,59,Medio,57.5,22611,390,22425,0,Sí,0.4,71.4,False
2442,Entre ríos,Maiz,55.9,46,Alto,58.8,14165,550,32340,2,Sí,124.3,94.5,False
2443,Chaco,Trigo,402.4,62,Alto,846.7,298785,622,526647,14,No,75.4,60.5,False
2444,Santa fe,Fruticultura,402.0,36,Medio,566.5,186223,457,258890,11,No,42.5,42.3,False
2445,Salta,Soja,115.5,38,Bajo,152.2,52225,330,50225,0,Sí,-3.8,62.8,False
2446,Buenos aires,Trigo,238.8,48,Alto,473.7992277992278,158988,518,245428,1,No,57.4,65.6,False
2447,Santa fe,Trigo,180.0,39,Medio,275.8,99593,427,117766,5,Sí,14.4,67.9,False
2448,Entre ríos,Fruticultura,280.0,46,Medio,471.0,177011,322,151662,6,Sí,-16.2,79.8,False
2449,Mendoza,Trigo,210.2,46,Alto,268.3,51130,398,106783,3,No,104.7,70.2,False
2450,Entre ríos,Lecheria,129.9,43,Alto,171.3,47396,333,57042,3,No,16.0,49.7,False
2451,Entre ríos,Soja,267.5,38,Bajo,186.1,75987,538,100121,6,No,32.8,43.7,False
2452,Santa fe,Maiz,240.6,26,Medio,421.8,163409,376,158596,6,No,-1.3,63.6,False
2453,La pampa,Maiz,273.1,62,Medio,402.0,61599,435,174870,5,Sí,185.7,51.2,False
2454,La pampa,Soja,280.9,57,Bajo,351.8,130536,613,215653,3,No,64.6,64.4,False
2455,Mendoza,Fruticultura,233.2,49,Alto,381.2,104282,408,155529,0,Si,50.3,79.7,False
2456,Buenos aires,Maiz,280.0,33,Medio,342.6,116296,724,248042,4,Sí,111.0,73.3,False
2457,Buenos aires,Lecheria,235.0,49,Medio,391.1,104182,464,181470,11,Sí,77.8,81.1,False
2458,Córdoba,Maiz,185.6,70,Bajo,225.9,57541,751,169650,3,Sí,194.0,75.0,False
2459,Mendoza,Ganaderia,288.1,47,Bajo,354.9,121289,565,200518,12,Sí,62.4,51.8,False
2460,Santa fe,Fruticultura,194.0,63,Bajo,234.0,-10000,442,103428,3,No,19.2,49.4,False
2461,Chaco,Maiz,326.7,28,Medio,275.3,38042,371,102136,12,Sí,167.5,53.2,False
2462,Entre ríos,Lecheria,27.2,56,Bajo,40.6,13488,780,31668,0,Sí,131.7,60.9,False
2463,La pampa,Fruticultura,48.3,61,Alto,69.8,14660,557,38878,3,No,163.9,65.5,False
2464,Mendoza,Ganaderia,328.2,54,Bajo,405.0,50000000,764,309420,5,No,138.3,39.0,False
2465,Santa fe,Fruticultura,131.6,58,Bajo,148.6,31543,461,68504,6,No,113.7,64.9,False
2466,Buenos aires,Lecheria,175.6,48,Medio,192.4,79752,273,52525,6,Sí,-37.5,58.9,False
2467,Mendoza,Soja,314.7,58,Alto,541.4,122190,259,140222,10,No,18.9,78.3,False
2468,Chaco,Ganaderia,271.1,72,Medio,247.6,41687,739,182976,7,No,339.8,74.8,False
2469,Santa fe,Lecheria,323.3,45,Alto,750.6,267920,485,364041,8,No,31.1,57.9,False
2470,Córdoba,Trigo,191.1,50,Medio,241.8,49666,325,78585,3,Sí,56.5,57.1,False
2471,Entre ríos,Fruticultura,8.8,60,Medio,16.9,4758,675,11407,3,No,143.1,55.2,False
2472,Córdoba,Soja,286.5,50,Alto,363.7,78612,778,282958,3,No,260.0,60.4,False
2473,Salta,Soja,145.1,40,Alto,320.0,88415,389,124480,5,No,40.0,76.5,False
2474,Salta,Soja,95.6,63,Medio,138.5,34581,714,98889,3,Sí,190.8,68.6,False
2475,Mendoza,Ganaderia,132.1,51,Medio,183.4,40475,761,139567,2,No,243.6,45.2,False
2476,Chaco,Maiz,161.1,46,Alto,196.1,48164,479,93931,10,Sí,98.5,86.6,False
2477,Salta,Maiz,243.4,46,Medio,459.0,119475,558,256122,5,No,119.1,55.9,False
2478,La pampa,Soja,220.4,57,Medio,398.5,55948,540,215190,1,Sí,288.1,50.5,False
2479,Mendoza,Lecheria,165.2,59,Medio,313.9,58787,413,129640,0,No,122.2,69.6,False
2480,La pampa,Fruticultura,222.9,42,Alto,411.2,83460,775,318680,4,No,278.2,66.3,False
2481,Córdoba,Maiz,202.0,48,Medio,275.6,83397,412,113547,6,Sí,35.0,71.7,False
2482,Córdoba,Lecheria,125.6,84,Bajo,115.2989417989418,20073,756,87166,0,No,334.0,39.6,False
2483,Salta,Maiz,293.8,26,Alto,624.6,229809,461,287940,11,No,27.6,79.4,False
2484,La pampa,Lecheria,195.1,56,Medio,171.3,41273,556,95242,3,No,127.6,57.7,False
2485,Buenos aires,Maiz,79.4,57,Medio,92.4,27205,535,49434,0,Sí,77.1,60.9,False
2486,Córdoba,Maiz,362.7,52,Medio,582.4,198289,402,234124,17,No,20.5,58.2,False
2487,Entre ríos,Soja,250.8,52,Alto,409.8,63905,751,307759,9,No,378.9,74.9,False
2488,Entre ríos,Lecheria,5.0,59,Bajo,10.0,3261,280,2800,3,Sí,-18.3,84.1,False
2489,La pampa,Maiz,338.5,44,Medio,494.9,139183,587,290506,11,No,105.4,47.1,False
2490,Córdoba,Maiz,240.3,20,Medio,257.1,99980,456,117237,8,Sí,16.7,67.2,False
2491,Mendoza,Maiz,349.9,58,Medio,345.1,90237,523,180487,8,Sí,96.5,60.4,False
2492,Buenos aires,Fruticultura,217.8,43,Bajo,227.5,86604,397,90317,12,Si,3.7,35.7,False
2493,La pampa,Maiz,249.3,24,Medio,195.7,78499,442,86499,3,No,11.8,40.9,False
2494,Córdoba,Maiz,46.8,66,Medio,42.9,16310,288,12355,0,Sí,-27.6,87.4,False
2495,Entre ríos,Trigo,251.1,47,Alto,451.9,68138,556,251256,5,Sí,266.6,-20.0,False
2496,Chaco,Fruticultura,250.6,56,Bajo,309.1,121802,540,166914,6,No,40.2,72.8,False
2497,Córdoba,Trigo,101.5,24,Medio,121.5,45761,719,87358,4,No,89.5,52.3,False
2498,Buenos aires,Lecheria,263.5,65,Alto,311.7,46349,619,192942,1,No,315.5,58.9,False
2499,Buenos aires,Soja,428.4,49,Bajo,628.9,237278,674,423878,-3,No,80.2,52.6,False
2500,Mendoza,Ganaderia,294.4,41,Medio,519.1,120237,299,155210,5,No,29.5,59.5,False
2501,Buenos aires,Trigo,399.6,53,Medio,712.2,281132,704,501388,10,No,74.3,52.6,False
2502,Córdoba,Maiz,270.5,72,Bajo,180.4,54489,617,111306,8,No,105.4,51.3,False
2503,Entre ríos,Trigo,282.6,54,Medio,471.5,178309,488,230092,8,No,32.4,40.6,False
2504,Buenos aires,Maiz,324.9,40,Bajo,341.0,88471,419,142879,12,Sí,66.4,84.9,False
2505,La pampa,Maiz,309.6,70,Bajo,306.9,67200,691,212067,10,No,215.5,73.2,False
2506,Chaco,Soja,-5.0,46,Alto,606.9,224162,582,353215,10,Sí,56.7,64.9,False
2507,Chaco,Fruticultura,288.4,50,Medio,366.8,55318,449,164693,9,Sí,196.9,70.2,False
2508,Santa fe,Ganaderia,103.0,36,Medio,183.6,75269,556,102081,1,Sí,39.5,54.8,False
2509,La pampa,Fruticultura,330.1,65,Alto,753.8,131597,550,414590,3,No,211.0,61.0,False
2510,La pampa,Lecheria,153.3,39,Bajo,184.0,74135,677,124568,1,No,66.1,52.3,False
2511,Santa fe,Soja,175.1,40,Bajo,225.9,60868,253,57152,4,Sí,-2.9,73.8,False
2512,Córdoba,Lecheria,254.9,51,Medio,224.7,90845,610,137067,5,No,48.2,55.5,False
2513,Santa fe,Soja,424.8,62,Medio,573.2,149240,653,374299,15,No,145.9,53.8,False
2514,La pampa,Trigo,47.2,47,Bajo,66.1,18387,703,46468,0,No,155.7,68.5,False
2515,Salta,Fruticultura,161.8,58,Medio,144.2,30650,519,74839,2,No,145.2,39.4,False
2516,Entre ríos,Soja,345.1,39,Medio,319.6,56362,668,213492,8,Sí,280.5,88.3,False
2517,Buenos aires,Soja,219.9,22,Bajo,167.69884726224785,64334,694,116383,6,No,80.8,53.0,False
2518,Chaco,Lecheria,238.8,50,Bajo,232.0,84031,360,83520,6,No,-2.0,60.4,False
2519,Chaco,Trigo,305.9,40,Alto,476.9,122201,504,240357,4,Sí,97.9,74.5,False
2520,Mendoza,Fruticultura,180.0,61,Bajo,110.6,35931,344,38046,7,Sí,3.3,87.3,False
2521,Buenos aires,Fruticultura,170.3,53,Medio,286.6,37401,326,93431,9,Sí,148.5,78.1,False
2522,Santa fe,Trigo,298.8,45,Medio,413.5,77302,432,178632,10,Sí,127.8,60.4,False
2523,Buenos aires,Trigo,320.4,58,Alto,655.1,198635,456,298725,4,Sí,54.9,-20.0,False
2524,Chaco,Fruticultura,139.4,45,Bajo,104.5,40579,556,58102,8,Sí,38.5,78.8,False
2525,Chaco,Fruticultura,25.7,55,Alto,29.1,50000000,787,22901,0,Sí,421.1,63.8,False
2526,La pampa,Maiz,378.3,60,Medio,707.5,228560,321,227107,3,Sí,-0.4,85.8,False
2527,Buenos aires,Ganaderia,315.1,44,Medio,555.7,230572,382,212277,11,Sí,-7.5,83.3,False
2528,Entre ríos,Trigo,417.5,74,Bajo,558.5,183168,765,427252,6,No,136.2,37.4,False
2529,Chaco,Fruticultura,215.5,49,Bajo,276.7,115378,749,207248,4,Sí,84.2,58.1,False
2530,Salta,Soja,130.0,45,Medio,246.1,54172,560,137816,1,No,154.7,59.6,False
2531,Entre ríos,Soja,409.8,47,Medio,377.8,68662,490,185122,6,No,166.1,47.2,False
2532,Salta,Lecheria,407.8,52,Medio,511.0,120816,643,328573,10,No,171.6,39.7,False
2533,Salta,Maiz,125.9,55,Alto,289.0,107796,676,195364,2,Sí,76.3,80.6,False
2534,Entre ríos,Ganaderia,275.9,43,Alto,398.8,83401,694,276767,6,No,235.9,69.8,False
2535,Santa fe,Soja,163.0,51,Medio,282.5,35306,797,225152,2,Sí,534.7,68.1,True
2536,Mendoza,Fruticultura,98.3,33,Alto,171.5,43495,314,53851,1,Sí,20.3,85.4,False
2537,Mendoza,Maiz,410.8,63,Bajo,482.6,82149,384,185318,7,Sí,129.9,75.4,False
2538,Salta,Fruticultura,5.0,43,Bajo,10.0,1798,770,7700,4,Sí,450.0,81.6,False
2539,Chaco,Maiz,224.6,32,Medio,249.3,58776,513,127890,1,Sí,117.5,50.2,False
2540,Chaco,Soja,117.4,33,Bajo,91.5,31852,418,38247,5,No,21.1,63.2,False
2541,Entre ríos,Trigo,170.4,72,Alto,220.9,27064,378,83500,2,No,203.6,46.1,False
2542,Salta,Maiz,156.4,60,Medio,278.7,85194,292,81380,0,No,-6.3,50.5,False
2543,Buenos aires,Fruticultura,322.4,32,Medio,550.4,92413,564,310425,13,Sí,231.3,83.1,False
2544,Santa fe,Trigo,20.4,50,Medio,36.5,10016,525,19162,0,Sí,87.8,61.9,False
2545,Buenos aires,Ganaderia,517.4,40,Bajo,691.0,137147,609,420819,14,Sí,207.2,67.9,False
2546,Chaco,Ganaderia,209.9,48,Bajo,178.6,64173,330,58938,7,Si,-8.2,73.2,False
2547,La pampa,Ganaderia,202.8,44,Bajo,215.5,39460,331,71330,5,No,82.8,37.7,False
2548,Córdoba,Ganaderia,24.3,51,Medio,39.9,8903,608,24259,2,No,171.0,62.7,False
2549,Mendoza,Soja,356.6,50,Medio,412.9,163008,270,111483,7,No,-34.1,64.6,False
2550,Santa fe,Ganaderia,333.5,43,Medio,347.5,51574,399,138652,9,Sí,164.7,87.1,False
2551,Chaco,Maiz,281.1,50,Medio,231.1,28772,418,96599,250,No,235.0,42.9,False
2552,Entre ríos,Lecheria,287.6,50,Bajo,349.2,84398,781,272725,5,Sí,220.4,88.3,False
2553,Buenos aires,Soja,5.0,50,Alto,10.0,4046,429,4290,2,Sí,3.2,71.9,False
2554,Santa fe,Maiz,282.3,53,Bajo,256.7,47431,492,126296,2,Sí,166.7,68.3,False
2555,Santa fe,Fruticultura,139.7,48,Medio,228.4,64400,391,89304,4,Sí,40.6,51.5,False
2556,Córdoba,Soja,271.2,39,Alto,489.9,72520,336,164606,3,Sí,128.9,97.0,False
2557,Santa fe,Maiz,215.8,42,Medio,341.9,74201,743,254031,7,No,240.1,59.2,False
2558,Buenos aires,Fruticultura,275.1,67,Bajo,352.2,49181,269,94741,8,Sí,92.0,64.4,False
2559,Córdoba,Maiz,279.6,43,Bajo,379.4,45774,347,131651,10,Sí,190.9,58.8,False
2560,La pampa,Soja,75.9,63,Medio,141.9,28442,264,37461,0,Sí,28.9,53.3,False
2561,Entre ríos,Lecheria,5.0,58,Medio,10.0,4063,466,4660,0,Sí,11.8,60.5,False
2562,Mendoza,Soja,155.1,51,Medio,283.0,53023,405,114615,4,Sí,116.1,78.4,False
2563,La pampa,Maiz,82.0,61,Bajo,80.6,10848,389,31353,0,No,190.6,48.2,False
2564,Córdoba,Trigo,69.3,51,Medio,131.1,50493,418,54799,0,Sí,4.3,67.4,False
2565,Chaco,Maiz,306.9,39,Alto,698.0,143815,401,279898,3,Si,92.3,80.0,False
2566,Salta,Lecheria,372.9,63,Alto,487.0,83298,675,328725,9,No,299.1,80.9,False
2567,Córdoba,Trigo,259.9,42,Alto,419.3,117522,330,138369,4,Sí,22.6,76.4,False
2568,Santa fe,Ganaderia,257.7,38,Bajo,347.5,42139,618,214755,8,Sí,405.9,52.6,False
2569,Mendoza,Lecheria,254.4,79,Medio,471.2,188792,728,343033,8,No,85.2,63.9,False
2570,Entre ríos,Trigo,175.0,65,Medio,256.8,89769,530,136104,7,No,48.9,59.0,False
2571,Entre ríos,Fruticultura,217.4,51,Bajo,160.1989150090416,29693,553,88590,6,No,198.8,59.8,False
2572,Entre ríos,Fruticultura,202.7,49,Bajo,264.6,47494,529,139973,2,Sí,198.5,76.7,False
2573,Buenos aires,Maiz,279.1,65,Medio,245.6,96816,384,94310,0,No,-5.0,54.1,False
2574,Buenos aires,Fruticultura,208.6,35,Bajo,271.9,100140,772,209906,8,Sí,106.8,50.7,False
2575,Córdoba,Ganaderia,403.1,63,Bajo,461.7,175735,331,152822,13,Sí,-15.9,79.1,False
2576,Salta,Fruticultura,148.0,24,Bajo,108.8,24079,633,68870,4,No,186.6,69.9,False
2577,Buenos aires,Trigo,263.7,42,Bajo,171.6,56363,396,67953,6,No,23.1,40.8,False
2578,Córdoba,Soja,165.3,52,Bajo,135.8,43836,510,69258,1,No,58.4,58.2,False
2579,Entre ríos,Trigo,201.5,59,Bajo,297.8,97071,784,233475,5,No,137.3,40.2,False
2580,Chaco,Soja,237.5,49,Medio,185.8,62025,594,110365,5,No,82.8,56.0,False
2581,Salta,Maiz,128.0,63,Medio,170.6,57964,550,93830,6,Sí,65.8,54.3,False
2582,Santa fe,Lecheria,231.4,43,Alto,501.7,63418,457,229276,2,Sí,260.9,87.3,False
2583,Santa fe,Trigo,347.1,51,Alto,578.7,103607,450,260415,9,Sí,151.0,87.2,False
2584,Chaco,Ganaderia,263.5,49,Bajo,253.3,56973,541,137035,8,No,143.4,60.9,False
2585,La pampa,Ganaderia,103.6,28,Bajo,84.0,30522,263,22092,0,No,-23.7,48.8,False
2586,Buenos aires,Ganaderia,315.9,58,Bajo,278.3,88696,685,190635,10,Sí,116.8,55.1,False
2587,Buenos aires,Maiz,231.6,41,Alto,551.4,168140,538,296653,3,Sí,71.6,76.9,False
2588,Santa fe,Fruticultura,140.7,51,Bajo,116.3,30594,674,78386,1,No,151.2,41.3,False
2589,Salta,Soja,225.3,66,Medio,405.3,76576,455,184411,5,No,143.0,48.3,False
2590,La pampa,Trigo,269.5,44,Medio,302.1,118270,770,232617,5,Sí,92.1,82.5,False
2591,Buenos aires,Maiz,275.6,60,Alto,702.3,227063,275,193132,6,Sí,-11.2,92.9,False
2592,Santa fe,Soja,325.2,34,Medio,492.2,142077,636,313039,10,No,119.5,58.2,False
2593,Santa fe,Maiz,299.5,41,Bajo,391.8,96666,502,196683,9,No,101.2,61.3,False
2594,La pampa,Maiz,317.8,46,Bajo,425.8,72172,314,133701,11,Sí,89.5,86.9,False
2595,Santa fe,Ganaderia,348.5,64,Medio,433.1,181427,666,288444,6,No,58.7,38.4,False
2596,La pampa,Trigo,81.2,48,Medio,128.1,27100,741,94922,3,Sí,255.2,83.6,False
2597,Buenos aires,Soja,507.5,45,Medio,922.2,173417,436,402079,13,No,128.5,50.1,False
2598,Mendoza,Trigo,213.1,58,Alto,416.9,87417,713,297249,6,No,238.6,55.9,False
2599,La pampa,Lecheria,397.1,65,Alto,830.0,163113,786,652380,7,No,300.6,68.3,False
2600,Buenos aires,Trigo,459.2,51,Alto,50.0,134598,595,29750,14,No,300.0,47.6,False
2601,Chaco,Lecheria,316.4,24,Bajo,290.9,94920,294,85524,10,No,-6.5,55.0,False
2602,Chaco,Lecheria,297.2,38,Bajo,362.5,136567,756,274050,2,No,100.4,42.5,False
2603,Salta,Soja,299.8,31,Medio,379.7,99381,486,184534,4,No,83.7,72.3,False
2604,Entre ríos,Maiz,139.0,48,Alto,244.3,85106,684,167101,6,No,95.3,84.5,False
2605,Santa fe,Ganaderia,282.6,57,Medio,484.2,196943,790,382518,6,Sí,99.1,66.5,False
2606,Mendoza,Ganaderia,65.9,55,Bajo,91.9,33363,317,29132,2,Sí,-16.7,68.3,False
2607,Chaco,Ganaderia,163.5,41,Medio,310.2,89228,425,131835,0,No,44.2,61.0,False
2608,Santa fe,Lecheria,198.6,42,Bajo,145.3,33956,580,84274,5,Sí,149.6,86.5,False
2609,La pampa,Maiz,340.8,63,Medio,456.9,65437,412,188242,7,No,187.2,39.8,False
2610,Mendoza,Trigo,193.0,54,Medio,268.5,73014,275,73837,6,Sí,4.7,83.5,False
2611,La pampa,Lecheria,268.4,44,Medio,367.7,127521,629,231283,10,No,80.2,37.6,False
2612,Mendoza,Fruticultura,273.9,62,Bajo,393.2,104412,407,160032,6,No,53.0,73.5,False
2613,Salta,Ganaderia,204.1,57,Bajo,191.9,67404,279,53540,7,No,-24.8,71.5,False
2614,Entre ríos,Trigo,128.3,61,Medio,110.7,31811,685,75829,1,No,133.7,63.6,False
2615,Buenos aires,Trigo,277.0,47,Medio,388.6,116108,304,118134,4,No,4.6,40.0,False
2616,Córdoba,Trigo,300.5,35,Medio,404.3,111616,488,197298,16,No,75.4,59.7,False
2617,La pampa,Lecheria,225.1,50,Medio,234.9,62186,576,135302,6,No,112.9,48.0,False
2618,Chaco,Lecheria,246.9,43,Alto,418.5,167299,674,282069,12,Sí,65.0,94.6,False
2619,Salta,Maiz,208.7,45,Medio,176.5,48798,596,105194,2,Sí,117.8,62.2,False
2620,Entre ríos,Trigo,191.8,53,Medio,210.5,57480,367,77253,6,No,33.7,54.5,False
2621,Entre ríos,Lecheria,298.1,50,Alto,437.9,59070,734,321418,1,No,444.8,59.4,False
2622,Salta,Lecheria,369.8,52,Bajo,528.2,101391,756,399319,14,Sí,291.5,65.5,False
2623,Santa fe,Maiz,360.9,36,Bajo,510.7,199545,559,285481,5,Sí,38.2,60.4,False
2624,Salta,Ganaderia,143.5,73,Alto,290.8,102331,414,120391,1,Sí,14.6,65.7,False
2625,Entre ríos,Lecheria,258.6,52,Alto,365.8,61472,267,97668,2,Si,57.1,66.8,False
2626,Chaco,Ganaderia,395.1,50,Bajo,455.2,85768,615,279948,13,Sí,222.1,68.4,False
2627,Córdoba,Trigo,123.1,34,Medio,128.4,45642,631,81020,5,Sí,80.0,89.9,False
2628,Córdoba,Soja,251.8,66,Medio,280.5,90086,673,188776,7,Sí,111.8,62.1,False
2629,Chaco,Soja,13.4,44,Medio,19.7,4916,395,7781,2,No,56.3,56.5,False
2630,Entre ríos,Soja,250.9,53,Medio,243.4,54526,496,120726,9,Sí,121.4,82.2,False
