ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad
2841,Entre Ríos,Maiz,"151,4",35,Alto,"359,7",115500,517,185964,4,SI,"62,5","52,6"
2842,Salta,Soja,"303,9",47,Bajo,238,63873,374,89012,11,Sí,"35,5","57,1"
2843,Buenos Aires,Lecheria,"300,5",81,Medio,,63964,549,150261,6,Sí,134,"83,6"
2844,Santa Fe,Soja,"525,6",48,Bajo,"360,7",143763,727,262228,9,No,"86,6","49,5"
2845,Chaco,Lecheria,"294,3",34,Medio,"286,2",82319,484,138520,9,No,64,"58,8"
2846,Entre Ríos,Maiz,"97,7",48,Bajo,"58,8",19651,537,31575,4,No,"57,1","68,8"
2847,Chaco,Trigo,"315,8",51,Bajo,"313,8",102288,446,139954,8,No,36,"40,8"
2848,Mendoza,Maiz,"275,2",44,Alto,"384,1",75981,791,303823,5,No,"302,4","67,4"
2849,Salta,Fruticultura,"142,8",52,Medio,"145,8",58130,716,104392,3,Sí,"74,8","81,3"
2850,Salta,Soja,"126,6",37,Bajo,"147,3",40232,558,82193,1,No,"105,9",64
2851,Chaco,Lecheria,"228,5",32,Alto,"491,9",190750,741,364497,0,No,"86,5","84,2"
2852,Córdoba,Trigo,"338,4",63,Alto,"854,5",221598,518,442631,5,No,"100,5","67,9"
2853,Mendoza,Lecheria,"316,9",55,Bajo,"393,2",117996,575,226090,9,Sí,"96,3","75,9"
2854,Chaco,Trigo,"142,1",39,Medio,"192,3",56486,568,109226,1,No,"90,6","47,9"
2855,Santa Fe,Soja,"140,5",20,Alto,"247,3",76447,401,99167,7,No,"34,3","82,5"
2856,La Pampa,Trigo,479,52,Alto,"852,8",255782,766,653244,14,Sí,"159,6","61,6"
2857,Córdoba,Trigo,"186,5",52,Bajo,"202,1",38247,744,150362,4,No,"295,7","51,3"
2858,Córdoba,Soja,"222,9",45,Alto,"308,3",42217,337,103897,7,no,"145,9","70,1"
2859,Entre Ríos,Lecheria,"242,2",45,Alto,"357,1",140254,394,140697,9,No,"2,5","45,1"
2860,La Pampa,Lecheria,"211,3",54,Bajo,"143,9",59520,261,37557,4,No,"-34,7","53,7"
2861,Entre Ríos,Trigo,"209,1",60,Medio,"339,4",48464,437,148317,6,Sí,"202,3","57,2"
2862,Santa Fe,Ganaderia,"307,4",42,Medio,"583,2",202482,390,227448,8,No,"11,4","73,7"
2863,Mendoza,Lecheria,"188,9",51,Bajo,"244,1",53005,367,89584,5,Sí,"70,1","52,5"
2864,Salta,Maiz,"231,7",45,Medio,440,167546,739,325160,5,Sí,"97,9","60,6"
2865,Salta,ganaderia,"263,1",35,Alto,"522,7",176259,623,325642,6,Sí,"81,5",84
2866,Córdoba,Lecheria,"215,1",46,Medio,"378,7",144976,552,209042,6,No,"42,6","65,2"
2867,Mendoza,Ganaderia,"95,4",49,Alto,"130,7",48447,349,45614,6,No,450,"51,6"
2868,Chaco,Trigo,"302,3",71,Alto,"351,5",42639,763,268194,4,No,"531,6","82,6"
2869,Mendoza,Soja,"277,9",38,Medio,"267,2",65947,461,123179,5,Si,"88,2","53,9"
2870,Buenos Aires,Soja,"98,6",44,Bajo,"112,1",40518,424,47530,0,No,"14,5","60,2"
2871,Chaco,Maiz,"396,1",33,Bajo,"475,7",195728,475,225957,9,Sí,"15,8","77,6"
2872,Chaco,Fruticultura,"141,2",60,Alto,"171,7",69756,389,66791,7,Sí,"-0,5","83,5"
2873,Buenos Aires,Lecheria,"217,6",52,Medio,"418,4",101111,556,232630,7,No,"126,7","63,7"
2874,Chaco,Ganaderia,"124,5",42,Alto,"262,9",67203,384,100953,3,No,"52,4","66,8"
2875,Chaco,Ganaderia,"70,7",30,Alto,"149,1",24554,733,109290,2,Sí,"348,9","85,4"
2876,Buenos Aires,Maiz,"190,1",59,Bajo,"140,3",39578,589,82636,3,Sí,"105,3","87,6"
2877,Córdoba,Maiz,"286,3",46,Medio,"480,8",110102,725,348580,11,No,"219,6","61,9"
2878,La Pampa,Lecheria,"357,7",32,Alto,"586,7",111507,726,425944,8,Sí,"284,6","67,6"
2879,Salta,Trigo,"240,2",46,Alto,"503,6",141077,700,352520,8,No,"147,6","66,4"
2880,Córdoba,Maiz,"293,5",60,Medio,"477,7",190403,680,324836,10,Sí,"72,9","65,8"
2881,Entre Ríos,ganaderia,"45,6",70,Alto,103,30448,290,29870,2,Sí,"-6,5",92
2882,Santa Fe,Ganaderia,"14,5",39,Bajo,12,4591,786,9432,0,Sí,"103,9","84,7"
2883,La Pampa,Fruticultura,5,63,Bajo,10,2528,414,4140,6,No,"64,5","50,4"
2884,Buenos Aires,Lecheria,"188,8",35,Medio,"191,1",70142,641,122495,0,Sí,"70,6","73,2"
2885,La Pampa,Ganaderia,"71,5",62,Medio,,23242,669,73523,1,Sí,"215,3","64,6"
2886,Buenos Aires,Maiz,"515,2",33,Medio,"984,1",353663,658,647537,13,Sí,"80,7","73,2"
2887,Salta,Fruticultura,277,58,Bajo,"204,4",37182,405,82782,9,Sí,"120,5","57,7"
2888,Entre Ríos,Lecheria,"275,8",46,Medio,"364,5",73714,478,174231,1,No,"131,8","52,8"
2889,Entre Ríos,Soja,"85,5",50,Medio,"133,2",46292,737,98168,0,No,"114,6","37,9"
2890,Mendoza,Lecheria,"384,9",56,Bajo,"477,4",70883,566,270208,6,Sí,277,"83,9"
2891,Buenos Aires,Soja,"372,7",53,Bajo,"254,6",71847,368,93692,6,No,"32,5","48,6"
2892,Buenos Aires,Trigo,"148,6",32,Medio,"189,1",28812,648,122536,5,Sí,"324,3",52
2893,Salta,Trigo,"539,2",55,Medio,"937,7",368007,417,391020,9,No,7,50
2894,Entre Ríos,Maiz,"111,9",45,Alto,143,23397,289,41327,6,Sí,"71,7",-20
2895,Santa Fe,Fruticultura,269,50,Bajo,"176,3",46418,355,62586,1,Sí,"30,3","72,1"
2896,Córdoba,Soja,"358,1",54,Alto,"684,8",285124,421,288300,7,No,4,"51,3"
2897,Córdoba,Maiz,"158,1",54,Alto,"196,3",77356,714,140158,5,No,"76,3",140
2898,La Pampa,Maiz,"527,5",39,Medio,"964,5",297964,419,404125,19,Sí,"39,5","60,2"
2899,Mendoza,soja,"226,2",49,Bajo,"204,7",62323,284,58134,8,No,"-8,4","66,1"
2900,Santa Fe,Maiz,"181,3",43,Alto,"457,6",125559,623,285084,3,Sí,"129,1","71,8"
2901,Mendoza,Maiz,5,37,Medio,10,3655,320,3200,0,No,"-9,2","61,2"
2902,Santa Fe,Soja,5,52,Alto,"12,5",50000000,796,9950,0,Sí,"341,7","74,6"
2903,Buenos Aires,Ganaderia,298,35,Medio,"239,7",64798,346,82936,12,No,"29,4","66,4"
2904,Salta,Trigo,"326,7",39,Bajo,"252,6",80160,277,69970,11,Sí,"-14,6",62
2905,La Pampa,Lecheria,"163,8",44,Medio,"278,6",57054,463,128991,0,Sí,"123,3","59,6"
2906,Entre Ríos,Soja,49,38,Alto,"56,9",10010,707,40228,0,No,"303,5",64
2907,Mendoza,Lecheria,"442,7",55,Bajo,"512,6",134801,791,405466,4,Sí,"200,6","59,7"
2908,Chaco,Ganaderia,"135,2",57,Medio,"219,2",71378,295,64664,4,No,"-5,6","71,2"
2909,Córdoba,Trigo,"154,2",50,Medio,"289,2",100934,489,141418,3,Sí,43,"89,9"
2910,La Pampa,Fruticultura,"253,5",52,Bajo,"155,8",20522,650,101270,7,Sí,"398,3","68,9"
2911,Santa Fe,Soja,"88,7",18,Alto,"148,8",50000000,377,56097,0,No,"5,8","51,9"
2912,Córdoba,Fruticultura,"151,6",55,Medio,"156,2",56993,605,94501,2,No,"67,7","35,7"
2913,Córdoba,Soja,"239,8",56,Alto,"380,1",97926,788,299518,5,No,"202,9","52,7"
2914,Santa Fe,Soja,"448,1",44,Bajo,"320,7",65727,528,169329,10,No,"159,7","66,4"
2915,Salta,Soja,"257,7",47,Alto,"602,1",141240,548,329950,4,No,"129,7","64,6"
2916,Santa Fe,Soja,"129,7",24,Medio,,70860,561,117249,4,No,"61,6","61,8"
2917,La Pampa,Soja,"237,1",60,Medio,419,84349,351,147069,7,No,"73,1","46,1"
2918,La Pampa,Fruticultura,"209,2",37,Medio,"165,3",63351,644,106453,10,No,"66,6","48,3"
2919,Chaco,Soja,"421,5",54,Bajo,"541,3",193418,610,330193,8,Sí,"73,9","71,5"
2920,Salta,Fruticultura,"166,9",43,Alto,182,68687,387,70434,2,Sí,"1,7","95,2"
2921,Entre Ríos,Trigo,"200,6",39,Alto,"277,8",52907,740,205572,4,Sí,"293,2","72,2"
2922,Buenos Aires,Lecheria,"255,5",59,Alto,640,95181,325,208000,0,sí,"120,4","48,5"
2923,Entre Ríos,Trigo,"229,8",54,Medio,"242,1",41103,698,168985,3,Sí,"307,6","68,9"
2924,La Pampa,Maiz,"248,7",59,Bajo,205,36948,631,129355,10,Sí,"248,3","54,7"
2925,Chaco,Soja,"249,2",64,Bajo,"237,6",42647,733,174160,6,Sí,"308,9","72,8"
2926,Entre Ríos,Trigo,"305,3",34,Alto,"491,9",176084,416,204630,5,Sí,"15,7","78,6"
2927,Entre Ríos,Lecheria,"105,7",52,Bajo,"84,8",21372,263,22302,1,Sí,5,"75,7"
2928,Córdoba,Lecheria,5,50,Alto,"10,8",3614,637,6879,0,Sí,"93,4","67,1"
2929,Santa Fe,Soja,-5,56,Medio,"446,6",92386,544,242950,5,no,166,86
2930,La Pampa,Fruticultura,"155,3",50,Alto,"172,9",67049,278,48066,2,Sí,"-26,7","60,2"
2931,Entre Ríos,Trigo,"201,8",75,Medio,"213,6",36994,263,56176,6,No,"51,3","55,8"
2932,Córdoba,Trigo,249,52,Medio,"452,7",131135,252,114080,5,No,"-13,2","74,4"
2933,Mendoza,Lecheria,"264,7",41,Medio,"399,7",128892,355,141893,3,No,"9,5",61
2934,Chaco,Maiz,"155,1",49,Medio,"205,9",41780,586,120657,8,Sí,"190,2","73,9"
2935,Salta,Ganaderia,"212,1",48,Medio,"379,8",134970,754,286369,6,No,"110,2","59,9"
2936,Buenos Aires,Ganaderia,"206,4",51,Medio,"316,7",129893,610,193187,6,No,"49,5","62,9"
2937,Entre Ríos,Maiz,"244,1",58,Bajo,"148,5",58288,251,37273,8,No,"-38,7","70,2"
2938,Entre Ríos,Maiz,"341,2",58,Bajo,"379,4",126665,580,220052,7,Sí,"68,7","54,3"
2939,Buenos Aires,Soja,"274,8",33,Medio,528,187318,760,401280,6,Sí,"109,6","67,3"
2940,Entre Ríos,Lecheria,"309,6",49,Alto,"357,6",103747,593,212056,4,No,"102,3","58,9"
2941,Buenos Aires,Maiz,"258,1",48,Bajo,"189,8",50787,633,120143,9,Sí,"134,9","62,5"
2942,Buenos Aires,Lecheria,"213,1",36,Bajo,"300,7",97956,555,166888,8,Sí,"66,1","61,8"
2943,Chaco,Trigo,"377,3",29,Alto,"474,3",186491,773,366633,12,Sí,"93,7","93,3"
2944,La Pampa,SOJA,"200,6",45,Bajo,"217,2",52176,512,111206,4,sí,"110,2","54,1"
2945,Mendoza,Trigo,"236,8",50,Alto,"350,8",73736,458,160666,6,No,120,"68,1"
2946,La Pampa,Lecheria,"275,6",69,Medio,"267,3",78859,707,188981,3,No,"142,3",59
2947,Buenos Aires,Fruticultura,"258,2",58,Alto,"605,3",106780,648,392234,6,Sí,"269,4","91,4"
2948,Entre Ríos,Lecheria,"307,1",56,Alto,"782,2",127212,748,585085,5,No,"363,1","54,4"
2949,La Pampa,Lecheria,"79,6",38,Bajo,"88,7",36998,441,39116,2,No,"10,1","42,9"
2950,Mendoza,Trigo,26,56,Bajo,"33,2",11904,784,26028,0,Sí,"120,5","79,7"
2951,Buenos Aires,Trigo,"160,4",38,Medio,"261,6",93014,633,165592,6,No,"76,1","63,8"
2952,Entre Ríos,Soja,"315,4",49,Alto,"614,2",235631,364,223568,13,Sí,"-9,2","83,8"
2953,La Pampa,Ganaderia,"166,8",25,Alto,"242,1",45842,354,85703,1,No,83,"73,2"
2954,Córdoba,Trigo,"361,5",57,Alto,554,69639,589,326306,6,No,372,"79,5"
2955,Mendoza,Fruticultura,"367,8",26,Medio,"295,3",89813,725,214092,12,Sí,"139,2","78,7"
2956,Mendoza,Soja,"85,8",29,Medio,"84,2",32278,566,47657,0,Sí,"48,1","89,5"
2957,La Pampa,Fruticultura,"236,3",12,Bajo,"338,4",-10000,750,253799,6,Sí,210,"69,9"
2958,Salta,Soja,277,37,Bajo,"395,9",96179,367,145295,6,Sí,"52,9","70,5"
2959,La Pampa,Maiz,"288,4",59,Alto,,266540,528,340243,8,No,28,"67,9"
2960,Chaco,Trigo,"154,4",76,Medio,301,108368,775,233275,8,No,"117,5","70,2"
2961,Mendoza,Ganaderia,"132,5",51,Medio,"164,7",26927,409,67362,2,Sí,"152,5","64,9"
2962,Salta,Maiz,"472,9",27,Bajo,"701,6",96104,551,386581,14,Sí,"299,2","72,4"
2963,Córdoba,Trigo,"158,8",44,Alto,"335,9",57909,587,197173,2,Sí,"238,7","93,1"
2964,Córdoba,Lecheria,"101,9",27,Medio,"183,4",47128,503,92250,6,Sí,"96,4","65,7"
2965,Entre Ríos,Trigo,"295,6",73,Medio,"374,6",72777,502,188049,7,Sí,"160,5","77,7"
2966,Santa Fe,Ganaderia,"356,4",31,Bajo,"406,5",124194,722,293493,7,Sí,"137,2","82,7"
2967,Santa Fe,Fruticultura,"237,4",47,Alto,"443,1",163781,528,233956,7,No,"47,2","58,5"
2968,Santa Fe,Trigo,"185,3",21,Bajo,"233,2",42834,611,142485,2,Sí,"234,5","54,9"
2969,Buenos Aires,Soja,"235,6",66,Alto,"294,5",70805,293,86288,3,No,"17,3","70,1"
2970,Córdoba,Trigo,"149,2",73,Medio,,28334,514,115547,2,no,"308,4","65,8"
2971,Córdoba,Trigo,"258,3",39,Medio,"251,7",62588,333,83816,2,Sí,"33,1","57,1"
2972,Santa Fe,Trigo,"165,5",57,Bajo,115,40500,499,57385,0,No,"41,9","67,7"
2973,La Pampa,Ganaderia,"55,9",64,Bajo,"76,1",12192,607,46192,0,No,282,"60,7"
2974,Chaco,Soja,213,57,Alto,"263,1",43447,686,180486,4,No,311,"81,2"
2975,Córdoba,Trigo,"43,5",69,Alto,"71,9",-10000,334,24014,0,No,"68,3","58,3"
2976,La Pampa,Lecheria,"207,1",55,Medio,"344,4",63821,283,97465,3,No,"51,7",47
2977,Entre Ríos,Soja,5,46,Alto,10,3734,368,3680,1,Sí,"-3,8","75,1"
2978,Santa Fe,Maiz,"93,8",53,Medio,"132,4",31320,258,34159,5,No,"7,9","53,4"
2979,Buenos Aires,Lecheria,"268,5",29,Medio,"457,8",69357,604,276511,4,No,"299,2","40,3"
2980,Buenos Aires,Fruticultura,"153,3",45,Alto,"208,4",54756,264,55017,1,No,"5,4","83,3"
2981,La Pampa,Lecheria,"79,7",45,Alto,"119,5",39702,356,42542,6,Sí,"7,1","69,1"
2982,Entre Ríos,Ganaderia,"429,2",53,Bajo,"586,3",118457,550,322465,9,Sí,"173,3","70,5"
2983,Santa Fe,Maiz,"285,3",58,Medio,"440,7",181808,706,311134,10,No,"66,3","55,3"
2984,Santa Fe,Maiz,"99,9",43,Alto,"153,7",58842,463,71163,0,Sí,"18,2","62,3"
2985,Chaco,Ganaderia,"156,5",48,Bajo,"113,8",33564,709,80684,3,Sí,"144,8","84,2"
2986,Entre Ríos,Maiz,"299,1",49,Alto,"476,9",123789,475,226527,8,Sí,"83,8","75,7"
2987,Chaco,Ganaderia,"127,6",20,Medio,"149,6",26961,437,65375,2,Sí,"139,3","71,4"
2988,Santa Fe,Soja,"341,9",57,Medio,"484,6",193746,445,215647,3,No,"8,2","58,2"
2989,Salta,Ganaderia,"170,4",38,Bajo,"161,9",27258,776,125634,0,No,"363,8","70,5"
2990,La Pampa,Ganaderia,"69,2",62,Medio,"101,2",30110,422,42706,1,Sí,"39,1","79,7"
2991,Buenos Aires,Lecheria,"97,4",50,Medio,"133,8",43709,754,100885,1,Sí,"130,8",80
2992,Santa Fe,Ganaderia,"167,9",56,Alto,"259,2",32207,765,198288,1,No,"519,9","76,7"
2993,Mendoza,Fruticultura,"134,3",59,Alto,"181,2",56133,308,55809,2,Sí,"-0,2","68,8"
2994,Santa Fe,Lecheria,"78,6",61,Medio,"103,5",42369,492,50922,3,Sí,"18,1",68
2995,Córdoba,ganaderia,"258,4",41,Alto,"643,8",225741,363,233699,7,Sí,"6,5","83,3"
2996,Córdoba,Soja,"172,9",60,Medio,,70350,469,153363,0,Sí,"115,3","89,5"
2997,La Pampa,Ganaderia,5,50,Medio,10,2274,392,3920,2,No,"70,7","63,1"
2998,La Pampa,Fruticultura,"387,2",54,Medio,"642,8",226065,771,495598,-3,No,"116,1",61
2999,Buenos Aires,Ganaderia,"66,8",42,Bajo,53,16054,335,17755,4,Sí,"8,7","60,4"
3000,Córdoba,Trigo,273,39,Alto,"312,3",48861,622,194250,11,No,"298,2","74,9"
3001,La Pampa,ganaderia,409,55,Medio,"354,8",68124,449,159305,13,Sí,"135,3","69,1"
3002,Mendoza,Maiz,"295,9",69,Medio,"295,7",74063,786,232420,3,Sí,"216,3","77,3"
3003,Córdoba,Ganaderia,"162,6",57,Medio,"206,8",26125,507,104847,0,Sí,"303,1","59,7"
3004,Chaco,Ganaderia,"228,3",36,Alto,"357,5",121847,335,119762,8,No,"-3,1","68,3"
3005,Santa Fe,Ganaderia,"196,8",52,Alto,"280,8",67370,524,147139,8,No,121,51
3006,La Pampa,Soja,"109,1",50,Medio,"212,7",79733,364,77422,1,Sí,"-3,9","64,1"
3007,Santa Fe,Ganaderia,324,60,Medio,"458,5",151541,782,358547,6,No,"136,2","49,4"
3008,La Pampa,Lecheria,"280,6",15,Medio,392,128564,751,294392,8,No,125,"74,4"
3009,La Pampa,Soja,"91,5",57,Bajo,"92,8",35718,479,44451,1,Sí,"20,6","61,9"
3010,La Pampa,Ganaderia,"251,6",45,Alto,"469,4",152578,537,252067,6,No,"60,6","48,6"
3011,Entre Ríos,Ganaderia,"207,9",44,Medio,253,86213,326,82478,6,Sí,"-7,6","69,9"
3012,Mendoza,Ganaderia,197,25,Alto,"273,6",32855,771,210945,3,Sí,"545,9","75,3"
3013,Entre Ríos,Soja,"332,3",58,Medio,"541,6",114946,304,164646,9,Sí,"47,6","71,8"
3014,Chaco,Soja,"248,4",42,Alto,"457,3",130911,407,186121,7,Sí,"42,7","94,4"
3015,Entre Ríos,Fruticultura,"129,1",36,Bajo,"120,4",35194,433,52133,3,No,"50,7","68,5"
3016,Entre Ríos,soja,"246,6",43,Medio,"414,7",114081,334,138509,6,No,"21,6","49,1"
3017,Mendoza,Trigo,284,51,Bajo,"202,9",35124,798,161914,2,No,365,"73,7"
3018,La Pampa,Maiz,"146,5",51,Bajo,"125,6",40559,267,33535,0,Sí,"-21,9",82
3019,Santa Fe,Soja,"287,2",53,Medio,"254,3",76188,618,157157,6,Sí,"101,8","64,1"
3020,Salta,Soja,"558,4",50,Alto,"948,4",234324,551,522568,16,No,"123,8","51,1"
3021,Chaco,Ganaderia,"162,2",36,Medio,"173,4",71074,424,73521,10,No,"-1,3",-20
3022,Entre Ríos,Trigo,"342,6",43,Bajo,"508,3",104510,732,372075,2,Sí,"254,3","88,2"
3023,Buenos Aires,Maiz,"353,6",42,Alto,"755,3",281456,768,580070,15,No,"109,3","53,7"
3024,La Pampa,Trigo,"217,2",84,Medio,"391,6",101084,479,187576,4,Sí,"85,7","80,2"
3025,Mendoza,Ganaderia,"305,9",62,Medio,"459,3",114052,527,242051,6,No,"110,1","53,2"
3026,Chaco,Soja,"246,8",29,Alto,"422,9",99905,401,169582,5,No,"65,8","66,6"
3027,Mendoza,Fruticultura,"281,8",48,Alto,"356,4",142527,570,203148,6,Sí,"45,4","75,6"
3028,Mendoza,Lecheria,"309,3",39,Medio,,141622,726,380278,6,No,"167,4",-20
3029,Mendoza,Fruticultura,"329,3",65,Medio,"507,8",105939,645,327531,10,Sí,"206,9","71,9"
3030,La Pampa,Ganaderia,415,37,Medio,,197702,287,146771,17,Sí,"-27,5",73
3031,Salta,Soja,"168,8",60,Medio,"292,9",104204,435,127411,1,Sí,"26,6","64,6"
3032,Córdoba,Trigo,"417,1",24,Medio,"341,3",64297,582,198636,8,Sí,"205,9","66,5"
3033,Salta,Fruticultura,"264,4",51,Alto,"644,1",164091,655,421885,7,Sí,"156,1",67
3034,Entre Ríos,Soja,"186,6",39,Alto,256,93426,753,192768,5,Sí,"108,3","79,4"
3035,Chaco,Fruticultura,264,50,Alto,"521,7",170021,452,235808,7,Sí,"41,3","69,7"
3036,Salta,Ganaderia,"265,5",36,Bajo,"379,4",134869,496,188182,5,Sí,"37,8","76,3"
3037,Salta,Fruticultura,12,45,Medio,"16,4",3168,786,12890,0,sí,"308,3","77,5"
3038,Entre Ríos,Fruticultura,"39,9",57,Medio,"52,4",7388,284,14881,2,Sí,"97,7","78,4"
3039,La Pampa,Trigo,"295,2",79,Alto,"698,9",290322,702,490627,4,Sí,"73,5","75,9"
3040,Córdoba,Maiz,"245,5",49,Bajo,"322,9",51939,624,201489,5,Sí,"288,2","64,4"
3041,Chaco,Ganaderia,"112,3",20,Medio,,44169,515,76838,-3,Sí,"71,9","55,6"
3042,Córdoba,Soja,"277,3",54,Medio,"530,5",105169,588,311934,6,Sí,"196,5","71,5"
3043,La Pampa,Maiz,"134,3",58,Medio,,58875,542,84226,2,Sí,"45,6","85,3"
3044,Santa Fe,Trigo,"78,4",49,Alto,"115,7",27500,310,35867,0,Sí,"31,8","86,8"
3045,Chaco,Ganaderia,213,56,Alto,,141105,490,227458,7,No,"56,3","83,1"
3046,Chaco,Lecheria,"278,9",23,Alto,"544,2",225916,678,368967,5,Sí,"60,4","88,6"
3047,Córdoba,Ganaderia,"109,6",23,Bajo,"86,5",30413,501,43336,0,Si,"39,5","78,4"
3048,Santa Fe,Lecheria,"434,7",40,Bajo,"389,8",65154,404,157479,9,No,"142,2","61,8"
3049,Chaco,Maiz,"166,7",44,Medio,"292,5",50455,404,118170,5,No,"138,8","74,5"
3050,Buenos Aires,Fruticultura,"75,7",60,Bajo,104,15973,558,58032,5,No,"259,4","38,9"
3051,Chaco,Maiz,"337,8",77,Medio,"481,5",68129,398,191637,6,No,"179,7",59
3052,Buenos Aires,Ganaderia,"271,7",31,Alto,"291,5",74365,633,184519,3,Sí,148,"72,3"
3053,Chaco,Lecheria,303,73,Medio,"300,7",118887,594,178615,7,Sí,"49,7",79
3054,Buenos Aires,Ganaderia,"74,1",49,Alto,"165,2",53898,365,60297,1,Sí,"9,7","97,9"
3055,La Pampa,Maiz,"262,2",45,Bajo,"284,2",35337,534,151762,0,No,328,"57,7"
3056,Santa Fe,Maiz,"318,8",62,Alto,"442,3",133249,776,343224,12,No,"158,5","83,5"
3057,Buenos Aires,Lecheria,"319,8",45,Medio,50,179904,379,5000000,7,Sí,300,"82,4"
3058,Chaco,Fruticultura,"252,7",56,Medio,"410,5",116331,269,110424,8,Sí,"-8,5","70,5"
3059,Entre Ríos,Trigo,5,51,Alto,10,2376,707,7070,0,Sí,"193,3","93,3"
3060,Salta,Maiz,"314,1",35,Bajo,"317,4",114906,444,140925,4,Sí,"24,9","71,4"
3061,Salta,Maiz,"280,8",40,Bajo,"413,1",80123,453,187134,7,No,"136,2","60,9"
3062,Salta,Maiz,"309,5",50,Medio,"437,3",88819,756,330598,5,No,"271,7",38
3063,Chaco,Lecheria,"199,6",41,Bajo,"168,1",55237,529,88924,9,Sí,"63,2","76,3"
3064,Chaco,Lecheria,"47,2",45,Medio,"56,4",18048,560,31584,0,Sí,"74,4","85,4"
3065,Entre Ríos,Fruticultura,"354,5",38,Alto,"717,8",260635,395,283531,14,Sí,"9,5","73,5"
3066,La Pampa,Maiz,"164,8",59,Medio,,53255,377,96210,3,Sí,"83,5","66,6"
3067,La Pampa,Ganaderia,"197,4",55,Medio,"241,4",94715,389,93904,4,No,"-4,5","65,6"
3068,La Pampa,Fruticultura,"214,2",33,Alto,"480,4",62388,528,253651,1,Sí,"309,9","66,5"
3069,Entre Ríos,Lecheria,330,44,Medio,"295,8",119123,302,89331,9,Sí,"-27,3","67,2"
3070,La Pampa,Maiz,"371,4",47,Medio,"368,4",144030,687,253090,11,Sí,"74,1","54,1"
3071,Chaco,Fruticultura,"131,1",74,Medio,"141,1",46647,277,39084,4,Sí,"-13,7","78,8"
3072,Mendoza,Fruticultura,"293,8",32,Medio,"431,4",114154,508,219151,11,Sí,"95,6","69,5"
3073,Buenos Aires,Ganaderia,"85,3",60,Medio,83,30054,394,32702,2,Sí,"9,1","87,8"
3074,Córdoba,Lecheria,"412,7",50,Bajo,"490,6",61494,638,313002,7,No,"408,2","64,3"
3075,Córdoba,Trigo,"227,2",54,Bajo,"270,9",78778,558,151162,3,No,89,"57,3"
3076,Buenos Aires,Lecheria,"167,9",31,Medio,"174,7",50996,305,53283,3,No,"6,4","48,4"
3077,Entre Ríos,Maiz,"85,2",56,Medio,,22192,738,103172,2,Sí,364,"51,6"
3078,La Pampa,Trigo,"352,8",43,Alto,"750,8",138470,305,228994,2,Sí,"63,5","87,3"
3079,Santa Fe,Soja,"222,9",58,Medio,323,59210,684,220932,6,Sí,"275,5","87,3"
3080,Salta,Fruticultura,"253,6",64,Medio,"282,3",77738,653,184341,6,No,"137,7",71
3081,Entre Ríos,Soja,"273,6",53,Medio,"349,6",145673,282,98587,1,Sí,"-33,6","63,2"
3082,Buenos Aires,Trigo,"337,7",52,Bajo,"379,1",151082,533,202060,7,Sí,"35,9","79,7"
3083,Entre Ríos,Fruticultura,"427,2",75,Medio,"752,5",270962,545,410112,11,NO,"48,1","85,6"
3084,Entre Ríos,Lecheria,"198,7",23,Alto,"357,9",61270,342,122401,0,No,"103,7","45,3"
3085,La Pampa,Trigo,"20,6",42,Alto,"40,9",10115,591,24171,2,No,"141,6","65,3"
3086,La Pampa,Soja,"268,8",59,Alto,"347,3",120645,710,246583,5,Sí,"104,8","68,6"
3087,Salta,Ganaderia,"210,7",33,Alto,"272,3",44432,421,114638,3,Sí,"159,6","83,8"
3088,Entre Ríos,Trigo,"65,6",43,Medio,"57,1",12863,313,17872,250,Sí,"36,9","75,8"
3089,Santa Fe,Lecheria,"178,8",60,Medio,"292,2",105647,649,189637,1,No,"76,1","46,6"
3090,Santa Fe,Lecheria,"150,7",31,Alto,"263,3",48460,544,143235,1,Sí,"191,8","94,6"
3091,Córdoba,Soja,5,28,Medio,10,1287,277,2770,0,Sí,"119,6",75
3092,Buenos Aires,Maiz ,"250,4",52,Medio,"428,3",113443,499,213721,0,Sí,"86,8","83,1"
3093,Mendoza,Maiz,"332,5",55,Medio,"617,4",116544,783,483424,8,No,"314,2","48,3"
3094,Salta,Trigo,"167,8",73,Alto,"354,3",66944,628,222500,1,No,"228,5","80,4"
3095,Entre Ríos,Ganaderia,"211,9",54,Medio,"285,7",94235,254,72567,2,No,"-25,4","70,6"
3096,Chaco,Lecheria,"183,1",40,Medio,271,98499,365,98915,7,Sí,"3,9","89,2"
3097,Santa Fe,Lecheria,"256,8",47,Medio,"272,9",111960,473,129081,5,No,"15,7","68,4"
3098,La Pampa,Lecheria,"304,7",47,Alto,"515,1",80463,701,361085,4,No,"346,4",80
3099,Buenos Aires,Soja,"198,4",35,Medio,318,106523,739,235002,2,NO,"122,1","66,2"
3100,Mendoza,Trigo,"210,8",50,Medio,"392,4",56620,593,232693,5,No,"307,7","69,2"
3101,Chaco,Maiz,"27,9",51,Medio,"48,7",20422,755,36768,0,No,"75,5","45,3"
